Age,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage,Response,Predicted
26,0,0,2630.0,65,0,1
56,1,0,47734.0,182,0,0
34,0,1,2630.0,146,0,1
68,0,1,32042.0,221,1,1
22,0,1,34290.0,73,1,1
55,0,1,2630.0,100,1,1
50,0,1,229935.0,64,1,1
49,0,1,22903.0,186,0,1
49,0,1,54666.0,47,1,1
66,0,1,55358.0,25,1,1
76,0,1,30374.0,31,1,1
51,0,1,36313.0,217,1,1
23,1,0,33464.0,264,0,0
46,0,1,51436.0,160,1,1
47,0,0,21257.0,168,0,0
25,1,0,27280.0,163,0,0
44,0,1,38401.0,165,1,1
46,0,1,39807.0,91,1,1
23,1,1,29464.0,234,0,0
61,1,0,33256.0,216,0,0
34,0,1,23537.0,275,1,1
26,0,1,28467.0,33,1,1
41,0,1,44083.0,175,1,1
22,1,1,63100.0,203,0,0
23,1,0,33564.0,77,0,0
20,0,1,26136.0,256,1,1
22,0,1,27010.0,24,0,0
47,0,1,35204.0,288,1,1
77,1,0,31906.0,112,0,0
24,0,1,22430.0,161,1,1
75,0,1,2630.0,174,0,0
42,1,0,53620.0,128,0,0
32,0,1,47215.0,285,1,1
41,1,0,2630.0,91,0,0
37,0,1,42799.0,243,1,1
66,1,0,40710.0,217,0,0
52,0,1,25150.0,266,1,1
30,1,0,2630.0,178,0,0
67,0,1,60624.0,179,1,1
23,0,1,40716.0,41,0,0
70,1,0,42419.0,172,0,0
41,0,1,41036.0,13,1,1
24,0,1,21769.0,38,1,1
24,1,0,22584.0,131,0,0
25,1,0,44649.0,96,0,0
44,0,1,28260.0,246,1,1
28,0,1,27501.0,121,1,1
22,1,0,22868.0,284,0,0
25,0,1,47743.0,205,0,0
25,0,0,22976.0,246,0,0
50,0,1,31942.0,172,0,0
38,0,1,70720.0,235,1,1
56,0,1,27597.0,177,1,1
25,0,1,2630.0,273,0,0
32,0,1,46296.0,94,1,1
41,0,1,29458.0,169,1,1
54,0,1,54696.0,226,1,1
44,1,0,2630.0,290,0,0
52,0,1,28483.0,105,1,1
46,0,1,2630.0,255,0,1
43,0,1,56667.0,258,1,1
45,0,1,2630.0,104,1,1
42,1,0,51287.0,52,0,0
38,0,1,37334.0,293,1,1
26,0,0,2630.0,189,0,0
27,1,0,33436.0,226,0,0
27,1,0,26348.0,42,0,0
27,1,0,23705.0,107,0,0
26,1,0,32421.0,236,0,0
50,0,1,40013.0,15,1,1
24,0,0,2630.0,271,1,1
38,0,1,30886.0,274,1,1
56,0,1,37477.0,203,1,1
61,0,1,33696.0,127,1,1
36,0,1,24527.0,231,1,1
46,0,1,46695.0,70,1,1
52,0,1,27702.0,274,1,1
27,0,1,48614.0,170,1,1
22,1,0,44329.0,271,0,0
35,0,1,28155.0,19,1,1
21,1,0,30041.0,278,0,0
26,0,1,26243.0,273,0,0
64,0,1,27189.0,126,0,1
40,1,0,2630.0,70,0,0
23,1,0,31807.0,15,0,0
45,0,1,29044.0,143,1,1
40,0,1,93569.0,187,1,1
54,1,1,48236.0,106,0,0
31,0,1,28227.0,198,1,1
33,0,0,25404.0,43,1,1
53,0,1,37662.0,241,1,1
78,0,1,64872.0,186,0,0
46,0,1,2630.0,91,0,0
59,0,1,32558.0,81,1,1
37,0,1,20613.0,144,1,1
23,1,0,36261.0,223,0,0
51,0,1,50341.0,119,1,1
22,0,1,23826.0,273,0,0
24,1,0,25271.0,99,0,0
23,1,0,26665.0,88,0,0
21,1,0,35092.0,67,0,0
61,0,1,39509.0,121,1,1
53,0,1,2630.0,113,0,0
47,0,1,21911.0,139,0,0
55,0,1,2630.0,206,1,1
20,1,0,2630.0,12,0,0
23,0,1,37488.0,35,0,0
50,0,1,41570.0,270,0,1
23,1,0,37781.0,243,0,0
24,1,1,25230.0,167,0,0
24,1,0,24436.0,242,0,0
37,0,1,35043.0,293,1,1
32,0,1,35714.0,207,0,1
38,0,1,35232.0,154,1,1
58,0,1,19946.0,209,1,1
41,1,0,34142.0,134,0,0
22,0,1,34290.0,73,1,1
34,0,0,18830.0,203,0,0
36,0,1,2630.0,129,1,0
46,0,1,45997.0,177,0,0
43,0,1,29673.0,36,1,1
46,0,1,39250.0,263,0,0
65,0,1,32693.0,133,1,1
47,0,1,32922.0,242,1,1
62,0,1,41184.0,189,0,0
39,0,1,37592.0,69,1,1
34,1,0,44324.0,292,0,0
25,1,0,28692.0,293,0,0
63,0,1,24390.0,291,1,1
40,0,1,2630.0,139,1,1
47,0,1,2630.0,251,1,1
43,0,1,31873.0,13,1,1
35,0,1,29036.0,227,1,1
29,1,0,29546.0,147,0,0
47,0,1,2630.0,84,1,1
21,1,1,28828.0,250,0,0
22,0,1,59001.0,21,0,0
23,0,0,29944.0,189,0,0
57,0,1,55695.0,212,1,1
22,1,0,26661.0,142,0,0
23,1,1,91599.0,162,0,0
33,0,1,32383.0,194,1,1
21,0,1,34714.0,19,0,0
34,0,1,2630.0,76,1,1
56,0,1,30499.0,256,0,1
28,0,1,2630.0,110,1,1
69,0,1,2630.0,101,0,0
23,1,0,32960.0,135,0,0
22,0,1,53025.0,195,1,1
46,0,1,48295.0,58,1,1
60,0,1,35971.0,87,0,0
59,0,1,46698.0,33,0,0
27,1,0,34795.0,216,0,0
33,0,1,36369.0,94,1,1
44,0,1,2630.0,146,1,1
39,0,1,2630.0,293,1,1
31,0,1,59174.0,47,1,1
23,1,0,33395.0,146,0,0
59,0,1,31509.0,278,1,1
53,0,1,45601.0,129,0,0
21,1,0,28740.0,282,0,0
39,1,0,49689.0,70,0,0
54,0,1,2630.0,207,0,0
40,0,1,25499.0,198,1,1
32,1,0,30831.0,298,0,0
39,0,1,32405.0,286,1,1
56,1,0,29653.0,94,0,0
33,0,0,2630.0,109,1,1
41,0,1,2630.0,152,1,0
40,0,1,41702.0,212,1,1
24,0,1,34641.0,179,0,0
69,1,0,24741.0,183,0,0
57,0,1,39250.0,198,1,1
71,1,0,24336.0,227,0,0
56,0,1,42993.0,83,1,1
48,0,1,59356.0,197,1,1
32,0,1,23895.0,179,0,0
33,0,1,2630.0,202,0,0
54,0,1,25205.0,283,1,1
21,1,0,2630.0,17,0,0
22,1,0,35723.0,179,0,0
38,0,1,23409.0,206,1,1
29,0,1,2630.0,56,0,1
55,0,1,19563.0,23,1,1
53,0,0,44884.0,210,0,0
62,0,1,46921.0,70,0,0
23,1,0,2630.0,270,0,0
21,1,1,29568.0,257,0,0
20,1,0,2630.0,170,0,0
57,0,1,37595.0,72,1,1
61,0,1,33758.0,285,0,1
26,1,0,18547.0,143,0,0
47,0,1,52370.0,16,1,1
58,0,1,41978.0,139,1,1
20,0,1,28605.0,191,0,0
31,0,1,28521.0,141,0,1
47,0,1,38745.0,117,1,1
22,0,1,28300.0,189,1,1
22,1,0,50464.0,138,0,0
25,0,0,38488.0,215,0,0
24,1,0,2630.0,130,0,0
62,0,1,52954.0,102,1,1
22,1,0,37508.0,260,0,0
42,0,1,33314.0,244,0,0
55,1,0,65431.0,152,0,0
61,1,0,2630.0,279,0,0
46,1,0,28513.0,124,0,0
46,0,1,39491.0,296,1,1
30,0,1,2630.0,44,1,1
33,0,1,34680.0,139,1,1
31,0,1,39430.0,67,0,0
24,1,0,22652.0,179,0,0
43,0,1,32863.0,228,1,1
79,1,0,23535.0,168,0,0
60,0,1,33806.0,208,0,1
22,1,0,29571.0,297,0,0
25,0,0,25729.0,32,0,0
49,0,1,34570.0,281,1,1
44,0,1,2630.0,199,1,1
39,0,1,24942.0,247,1,1
24,0,1,39814.0,74,0,0
25,1,0,27578.0,116,0,0
47,0,1,43014.0,186,1,1
41,0,1,40230.0,153,0,1
56,0,1,46174.0,206,1,1
42,0,1,2630.0,258,1,1
40,0,1,36942.0,278,0,1
43,0,1,40835.0,126,1,1
49,0,1,32270.0,165,1,1
43,0,1,68869.0,282,1,1
23,1,0,35221.0,135,0,0
45,1,0,2630.0,251,0,0
48,0,1,38848.0,111,1,1
21,1,0,41236.0,12,0,0
67,0,1,57659.0,244,1,1
29,0,1,2630.0,48,1,1
21,1,0,33255.0,69,0,0
44,0,1,29415.0,181,0,1
50,0,1,35387.0,205,0,0
22,0,1,24265.0,19,1,1
43,0,1,27614.0,107,1,1
50,0,1,2630.0,197,0,1
26,0,0,2630.0,157,0,0
44,0,1,42665.0,44,1,1
48,1,0,42966.0,262,0,0
39,1,0,2630.0,259,0,0
59,0,1,39971.0,143,0,0
37,0,1,2630.0,236,1,1
24,0,1,32666.0,119,1,1
56,1,0,47549.0,114,0,0
58,0,1,32497.0,146,1,1
46,1,0,48586.0,98,0,0
38,0,0,34454.0,133,0,0
60,1,0,48758.0,110,0,0
27,1,0,32293.0,248,0,0
50,0,1,37055.0,164,1,1
43,0,1,36933.0,34,1,1
67,0,1,52605.0,268,1,1
29,1,0,34909.0,193,0,0
45,1,1,22753.0,157,0,0
72,0,0,2630.0,44,1,1
54,0,1,88433.0,263,1,1
26,0,1,26299.0,159,1,1
41,0,1,47105.0,100,1,1
28,0,1,46225.0,210,1,1
55,0,1,31042.0,210,1,1
42,0,1,28735.0,22,1,1
34,0,1,45876.0,72,1,1
60,0,1,30462.0,227,0,0
41,1,0,42105.0,230,0,0
30,1,0,47796.0,47,0,0
23,0,1,34598.0,240,1,1
42,0,1,23163.0,271,1,1
46,0,1,36486.0,95,1,1
44,0,1,33201.0,244,1,1
42,0,1,30794.0,169,1,1
41,0,1,26722.0,286,1,1
47,0,1,33946.0,254,1,1
21,1,0,44027.0,144,0,0
41,0,1,28811.0,21,1,1
42,0,1,64032.0,119,0,0
40,0,1,25607.0,90,1,1
22,1,0,27018.0,170,0,0
26,0,0,23092.0,95,0,0
25,1,0,2630.0,280,0,0
38,1,0,40663.0,13,0,0
32,0,1,29576.0,31,1,1
33,0,1,2630.0,243,1,1
48,0,1,41910.0,285,1,1
62,0,1,67631.0,171,1,1
42,0,1,31525.0,231,1,1
24,1,0,41770.0,272,0,0
48,0,1,31452.0,242,0,0
44,0,1,37301.0,83,1,1
64,1,0,29100.0,64,0,0
21,1,1,24131.0,144,0,0
28,0,1,18711.0,30,1,1
45,0,1,40646.0,118,0,1
25,1,0,37970.0,91,0,0
42,0,1,35418.0,131,1,1
62,0,1,2630.0,292,1,1
42,1,0,27425.0,55,0,0
41,0,1,2630.0,94,1,1
59,0,1,46526.0,58,1,1
33,0,1,2630.0,137,1,1
74,1,0,33468.0,187,0,0
43,0,1,21810.0,145,1,1
64,1,0,35992.0,70,0,0
22,0,1,43123.0,111,0,0
51,0,1,57549.0,263,0,0
54,0,1,36196.0,258,1,1
40,0,1,61252.0,240,1,1
23,1,0,29755.0,180,0,0
46,0,1,2630.0,251,1,1
70,0,1,26835.0,295,0,1
48,0,1,2630.0,257,0,0
43,0,1,2630.0,162,0,0
22,0,1,37719.0,210,0,0
55,0,1,50332.0,125,1,1
36,0,1,2630.0,30,1,1
54,0,1,24341.0,220,1,1
36,0,1,29553.0,138,1,1
29,0,1,2630.0,258,1,1
38,0,1,2630.0,37,1,1
21,1,0,44820.0,280,0,0
73,0,1,25214.0,269,1,1
52,0,1,32043.0,254,1,1
54,0,1,50567.0,194,1,1
33,0,0,41081.0,254,0,0
63,0,1,30121.0,124,0,1
33,0,1,46201.0,59,1,1
27,1,0,39485.0,139,0,0
25,1,0,21826.0,138,0,0
40,0,1,34430.0,295,1,1
29,1,0,31881.0,115,0,0
51,0,1,35156.0,224,1,1
49,0,1,2630.0,155,1,1
40,0,1,50664.0,42,0,1
68,1,0,36049.0,146,0,0
29,0,1,2630.0,172,1,1
20,1,1,43452.0,217,0,0
45,1,1,31536.0,160,0,0
43,1,0,28190.0,66,0,0
40,0,1,43023.0,229,1,1
61,0,1,42810.0,267,0,0
40,0,1,37186.0,186,1,1
25,1,0,2630.0,186,0,0
24,1,0,31381.0,225,0,0
29,0,1,31809.0,202,1,1
45,0,0,27300.0,270,1,1
22,1,0,71712.0,250,0,0
23,0,1,45263.0,222,1,1
34,0,1,22791.0,23,1,1
73,0,1,43147.0,172,0,0
38,0,1,24466.0,134,0,1
53,1,0,2630.0,136,0,0
44,1,0,36861.0,18,0,0
26,1,0,2630.0,222,0,0
40,0,1,66814.0,135,1,1
35,0,1,2630.0,267,0,1
49,0,1,32562.0,137,1,1
55,1,0,30352.0,172,0,0
23,1,0,2630.0,58,0,0
53,0,0,25538.0,21,0,0
77,0,1,52101.0,22,1,1
33,0,1,25929.0,182,1,1
37,1,1,30382.0,269,0,0
46,0,1,2630.0,152,1,1
28,0,1,37797.0,156,1,1
48,0,1,29690.0,152,0,0
45,0,1,39432.0,175,1,1
53,1,0,36560.0,151,0,0
24,0,1,2630.0,164,0,0
52,0,0,2630.0,137,1,1
22,0,1,35036.0,39,0,0
45,0,1,2630.0,99,0,1
29,0,1,46149.0,27,1,1
38,0,1,2630.0,200,0,1
25,1,0,36329.0,184,0,0
48,0,1,28233.0,133,1,1
71,0,0,2630.0,32,1,1
38,0,1,30065.0,228,1,1
58,0,1,70857.0,169,1,1
44,0,1,35716.0,201,1,1
24,1,0,49189.0,299,0,0
24,0,1,23646.0,285,1,1
21,0,1,33645.0,27,0,0
21,1,0,31825.0,26,0,0
24,1,0,32329.0,18,0,0
62,1,0,61801.0,134,0,0
31,1,0,57711.0,73,0,0
24,0,1,31445.0,270,0,0
23,0,1,38361.0,164,1,1
24,0,1,35678.0,23,0,1
30,0,1,32965.0,13,1,1
22,0,1,31158.0,259,0,0
33,1,0,19371.0,186,0,0
39,1,0,29659.0,278,0,0
33,0,1,31302.0,200,1,1
42,0,1,2630.0,108,0,0
35,0,0,22504.0,113,1,1
29,0,1,24530.0,172,1,1
24,0,1,34013.0,200,1,1
56,0,1,31083.0,176,1,1
23,1,0,34265.0,49,0,0
54,0,1,28765.0,32,1,1
27,1,0,26156.0,39,0,0
34,0,1,31395.0,242,1,1
22,0,1,50008.0,287,1,1
58,0,1,36884.0,29,0,0
22,1,0,40364.0,250,0,0
31,0,1,21189.0,14,1,1
52,0,1,30524.0,234,0,0
23,0,1,28378.0,171,1,1
22,1,0,37175.0,110,0,0
45,0,1,35692.0,235,0,0
65,0,1,44885.0,269,1,1
24,0,1,29468.0,270,0,0
49,0,1,2630.0,53,1,1
56,0,1,2630.0,216,1,1
54,0,1,45111.0,273,1,1
45,1,0,42366.0,45,0,0
33,0,1,2630.0,111,1,1
44,0,1,30510.0,137,1,1
24,1,0,49057.0,116,0,0
51,0,1,47303.0,52,1,1
53,0,1,36507.0,14,1,1
42,0,1,97693.0,287,1,1
21,1,0,27908.0,187,0,0
49,0,1,34730.0,263,1,1
24,0,1,19148.0,125,1,1
43,0,1,32926.0,215,1,1
28,1,0,32422.0,277,0,0
43,0,1,30550.0,73,0,1
53,1,0,38322.0,136,0,0
25,1,0,40908.0,205,0,0
23,0,1,36847.0,236,1,1
44,0,1,38727.0,171,0,0
30,0,1,45202.0,234,0,0
36,0,1,2630.0,37,1,1
52,0,1,33276.0,60,1,1
50,0,1,32152.0,160,1,1
24,0,0,29653.0,159,0,0
46,0,1,36807.0,173,1,1
61,0,1,29074.0,211,1,1
23,1,0,2630.0,281,0,0
51,0,1,23387.0,120,0,0
27,1,0,38911.0,115,0,0
45,0,1,41271.0,96,1,1
44,0,1,2630.0,281,0,1
41,0,1,33568.0,217,1,1
71,0,1,2630.0,276,0,0
41,0,1,37132.0,286,1,1
49,1,0,2630.0,239,0,0
23,0,1,29640.0,73,0,0
23,1,0,38237.0,84,0,0
47,0,1,34871.0,57,1,1
23,1,0,24101.0,36,0,0
63,0,1,50036.0,278,0,0
22,0,1,34132.0,29,0,1
25,0,1,33280.0,129,0,0
49,0,1,25516.0,84,1,1
62,0,1,31031.0,235,1,1
47,0,1,27557.0,231,0,0
24,0,1,23487.0,133,1,1
25,1,0,27758.0,128,0,0
32,0,1,28709.0,101,1,1
33,0,1,2630.0,173,1,1
53,1,0,41588.0,143,0,0
24,0,0,40616.0,213,1,1
21,0,1,33849.0,153,0,0
54,0,1,28765.0,32,1,1
39,0,1,40088.0,202,1,1
21,1,0,27226.0,19,0,0
34,0,1,30838.0,230,0,1
37,1,0,27796.0,41,0,0
26,1,0,2630.0,120,0,0
35,0,1,48121.0,116,0,0
30,0,1,34464.0,132,1,1
77,1,0,60948.0,65,0,0
28,1,0,31458.0,62,0,0
48,0,1,2630.0,118,1,1
49,0,1,49405.0,266,1,1
21,1,0,26391.0,18,0,0
50,0,1,39660.0,54,1,1
55,0,1,38554.0,34,0,1
30,0,1,34966.0,168,1,1
69,0,1,36941.0,88,0,0
43,0,1,34104.0,158,0,0
43,0,0,34470.0,95,0,0
30,0,1,32001.0,181,1,1
45,1,0,32810.0,34,0,0
63,0,1,25253.0,92,1,1
51,0,1,42341.0,238,1,1
24,0,0,28098.0,297,0,0
35,1,0,16134.0,292,0,0
24,1,0,28549.0,187,0,0
50,0,1,2630.0,61,1,1
46,0,1,28976.0,209,1,1
42,1,0,47932.0,47,0,0
46,0,1,28635.0,231,0,0
41,0,1,42419.0,112,1,1
45,0,1,29029.0,233,1,1
37,0,1,2630.0,183,1,1
63,0,1,42427.0,129,1,1
75,0,1,2630.0,128,1,1
23,0,1,56181.0,250,0,1
37,0,1,30605.0,264,1,1
48,0,1,2630.0,176,0,1
67,0,1,44457.0,40,1,1
23,0,1,31667.0,17,1,1
49,0,1,2630.0,202,1,1
53,0,1,21521.0,257,1,1
27,1,0,39339.0,247,0,0
27,1,1,2630.0,197,0,0
29,1,0,27449.0,129,0,0
47,0,1,35736.0,42,0,1
43,0,1,29408.0,49,0,1
57,0,1,75418.0,248,1,1
80,0,1,40328.0,161,0,0
32,0,1,49466.0,191,0,1
56,0,1,36844.0,118,0,0
44,0,1,43493.0,153,0,0
80,0,1,57911.0,179,1,1
22,1,0,28212.0,168,0,0
42,0,1,31401.0,288,1,1
54,0,1,35424.0,297,1,1
69,0,1,67557.0,111,0,0
62,0,1,29958.0,264,1,1
24,0,1,46151.0,20,0,0
75,0,1,2630.0,25,0,0
51,0,1,36529.0,47,1,1
52,0,1,2630.0,219,1,1
31,0,1,35910.0,141,1,1
45,0,1,2630.0,33,1,1
44,0,1,49579.0,74,0,1
28,1,0,26041.0,51,0,0
34,0,1,34448.0,163,1,1
29,0,1,2630.0,95,0,1
46,0,1,39807.0,91,1,1
38,0,1,2630.0,10,0,0
32,0,1,2630.0,197,1,1
37,0,0,49625.0,239,0,0
40,0,1,42407.0,44,1,1
38,0,0,2630.0,164,0,0
43,0,1,2630.0,228,1,0
21,0,1,28224.0,239,1,1
24,0,1,25945.0,46,0,0
68,0,1,2630.0,276,1,1
49,0,1,38843.0,249,1,1
41,0,1,42125.0,153,1,1
24,1,0,37652.0,19,0,0
25,1,0,55537.0,77,0,0
25,1,0,24989.0,228,0,0
47,0,1,48159.0,30,0,1
34,0,1,35742.0,258,1,1
52,0,1,42168.0,167,1,1
51,0,1,29786.0,124,0,1
24,0,1,2630.0,157,0,0
43,0,1,2630.0,156,1,1
43,0,1,70937.0,213,1,1
24,0,1,42095.0,162,1,1
62,0,1,36116.0,286,1,1
81,1,0,38673.0,36,0,0
80,0,1,54282.0,145,1,1
44,0,1,40099.0,223,1,1
47,0,1,31067.0,38,1,1
27,1,0,34573.0,204,0,0
31,0,1,60076.0,283,1,1
36,0,1,38822.0,158,1,1
26,1,0,30506.0,44,0,0
47,0,1,2630.0,269,0,0
24,1,1,2630.0,77,0,0
26,1,0,21940.0,125,0,0
51,0,1,37353.0,80,0,0
55,1,0,46263.0,31,0,0
34,0,1,32156.0,16,0,1
24,0,1,34328.0,156,0,0
25,0,1,20283.0,193,1,1
40,0,1,32100.0,143,0,1
37,0,1,35143.0,224,1,1
40,0,1,27992.0,96,1,1
40,0,1,33137.0,16,0,0
58,0,1,37118.0,108,1,1
23,1,0,28894.0,69,0,0
23,0,1,23068.0,290,1,1
44,0,1,2630.0,277,1,1
64,0,0,27925.0,248,0,0
40,1,0,28417.0,235,0,0
51,0,1,56101.0,169,1,1
59,1,0,66338.0,251,0,0
29,0,0,34811.0,36,0,0
31,0,1,34752.0,63,0,1
33,0,1,28335.0,207,1,1
27,1,0,21002.0,140,0,0
51,1,0,2630.0,96,0,0
68,0,1,42664.0,264,0,0
21,1,0,30744.0,126,0,0
59,1,0,2630.0,226,0,0
68,0,1,40267.0,133,0,0
33,0,1,28381.0,141,1,1
58,0,1,40608.0,196,1,1
24,1,0,36692.0,150,0,0
32,0,1,2630.0,254,1,1
67,0,1,44954.0,12,1,1
27,0,1,21610.0,28,0,0
74,0,1,40797.0,124,1,1
23,0,1,2630.0,170,1,1
47,0,1,22855.0,184,0,0
24,1,0,27731.0,208,0,0
49,0,1,50066.0,236,1,1
42,1,0,30121.0,293,0,0
65,0,1,58435.0,189,1,1
30,1,0,31133.0,232,0,0
38,0,1,48398.0,243,1,1
26,1,0,38448.0,216,0,0
45,0,1,36592.0,119,1,1
41,0,0,2630.0,219,1,1
55,1,0,47333.0,230,0,0
46,0,1,2630.0,249,0,1
41,0,1,2630.0,282,0,1
23,1,0,44182.0,43,0,0
22,1,0,24573.0,272,0,0
34,0,1,2630.0,140,0,1
33,0,1,2630.0,261,0,0
26,1,0,34673.0,26,0,0
48,0,1,36425.0,240,1,1
23,1,0,57260.0,209,0,0
50,0,1,59371.0,153,0,1
38,0,1,31073.0,32,1,1
51,0,1,38431.0,197,0,0
29,0,1,2630.0,204,0,1
27,1,0,29420.0,95,0,0
41,0,1,52953.0,98,1,1
59,0,1,35011.0,71,0,1
50,0,1,25619.0,121,1,1
45,0,1,30599.0,261,0,1
66,1,0,2630.0,191,0,0
45,1,0,38815.0,268,0,0
47,1,0,26162.0,199,0,0
33,0,1,27235.0,258,1,1
38,0,1,2630.0,26,0,1
39,0,1,31623.0,86,0,0
25,1,0,18700.0,220,0,0
45,0,1,32412.0,196,1,1
36,0,1,63198.0,244,1,1
47,0,1,39014.0,133,1,1
38,0,1,2630.0,260,1,1
26,1,0,30745.0,45,0,0
49,0,1,49405.0,266,1,1
43,0,1,32029.0,197,1,1
55,0,1,45970.0,92,1,1
21,1,0,36277.0,147,0,0
22,1,0,28170.0,207,0,0
47,0,1,23244.0,260,1,1
28,0,0,38251.0,242,0,0
27,1,0,40634.0,130,0,0
70,0,1,44160.0,121,0,0
27,0,1,2630.0,86,0,0
46,0,1,34616.0,36,1,1
27,1,0,28959.0,49,0,0
22,1,0,25665.0,71,0,0
27,0,1,33591.0,299,1,1
32,0,1,2630.0,50,1,1
25,0,1,24332.0,98,0,0
23,1,0,34501.0,139,0,0
56,0,1,37233.0,289,1,1
42,0,1,43747.0,262,1,1
26,0,1,27854.0,62,0,0
26,1,0,51025.0,271,0,0
43,1,0,29270.0,159,0,0
47,0,0,35108.0,95,0,0
24,0,1,45812.0,52,1,1
63,0,1,44354.0,230,1,1
53,0,1,40042.0,108,0,0
37,0,1,24932.0,273,1,1
38,0,1,2630.0,205,1,1
56,1,1,28872.0,55,0,0
51,0,1,35138.0,157,0,1
49,0,1,46362.0,158,1,1
48,0,1,2630.0,287,1,1
48,0,1,2630.0,181,0,1
49,0,1,2630.0,280,1,1
20,0,1,28916.0,188,1,1
24,0,1,49243.0,77,0,0
23,0,1,32236.0,117,0,0
38,0,1,31048.0,268,1,1
43,0,1,30873.0,17,1,1
53,1,0,2630.0,273,0,0
38,0,1,2630.0,184,1,1
43,0,1,43358.0,98,1,1
60,0,1,37995.0,239,0,1
56,0,1,58559.0,188,1,1
35,0,1,57838.0,46,1,1
56,0,1,36634.0,212,0,0
35,1,0,25508.0,105,0,0
39,0,1,57798.0,163,0,1
39,0,1,2630.0,220,0,1
59,1,1,2630.0,22,0,0
24,1,0,22809.0,244,0,0
33,1,1,40823.0,253,0,0
48,0,1,50238.0,167,1,1
45,0,1,69856.0,58,1,1
40,0,1,24568.0,189,0,0
63,0,1,29935.0,153,0,0
54,0,0,25567.0,237,0,0
38,0,1,34243.0,54,1,1
23,0,1,31672.0,91,0,0
26,1,0,50819.0,28,0,0
33,0,1,2630.0,90,0,1
42,0,1,29114.0,188,1,1
66,1,0,2630.0,174,0,0
48,0,0,2630.0,126,0,0
37,1,0,41291.0,133,0,0
48,1,0,21542.0,83,0,0
57,0,1,39770.0,165,1,1
20,1,0,34792.0,158,0,0
45,0,1,2630.0,152,1,1
43,0,1,53723.0,42,1,1
23,0,0,23851.0,259,0,0
62,0,1,28851.0,245,1,1
67,0,1,2630.0,59,1,1
40,0,1,29109.0,278,1,1
52,0,1,36496.0,240,1,1
21,0,1,47348.0,113,0,0
69,1,0,28920.0,185,0,0
28,1,0,44739.0,73,0,0
67,0,1,32437.0,246,0,1
38,0,1,49982.0,68,1,1
30,0,1,37665.0,17,0,0
42,0,1,36060.0,239,1,1
39,0,1,48016.0,283,1,1
48,0,1,37510.0,256,1,1
42,0,1,2630.0,241,0,1
24,0,1,2630.0,142,0,0
26,1,0,20797.0,50,0,0
30,1,0,46166.0,174,0,0
34,0,1,2630.0,290,0,1
40,0,1,58952.0,70,1,1
47,0,1,2630.0,213,0,1
44,0,1,2630.0,89,0,1
23,1,0,17697.0,113,0,0
46,1,0,27438.0,61,0,0
44,0,1,26832.0,190,0,0
25,1,0,29206.0,231,0,0
26,1,0,37365.0,194,0,0
49,0,1,39321.0,136,1,1
51,0,1,42007.0,61,1,1
26,0,1,28268.0,189,0,0
34,0,1,26458.0,64,1,1
63,0,1,22017.0,108,1,1
39,0,1,2630.0,204,1,1
43,0,1,70822.0,40,0,1
21,0,1,35536.0,128,0,0
38,0,1,30987.0,211,1,1
47,1,1,33570.0,175,0,0
24,1,0,22403.0,113,0,0
39,1,0,2630.0,268,0,0
20,0,1,64745.0,75,0,0
24,0,1,21358.0,278,0,0
51,0,1,2630.0,158,1,1
39,0,1,43899.0,102,1,1
39,0,1,42493.0,103,1,1
49,0,1,19769.0,38,1,1
50,0,1,44043.0,258,1,1
41,0,1,27929.0,40,1,1
24,0,1,33694.0,200,1,1
61,0,1,37827.0,56,1,1
30,0,1,2630.0,134,0,1
25,0,1,36283.0,59,0,0
33,0,1,2630.0,228,1,1
79,0,1,31763.0,10,1,1
64,0,1,2630.0,259,1,1
70,1,0,38815.0,103,0,0
33,0,1,33955.0,244,1,1
23,1,0,26233.0,202,0,0
25,0,1,51508.0,246,1,1
29,0,1,63595.0,65,0,0
35,0,1,67205.0,74,1,1
22,1,0,27689.0,186,0,0
30,0,1,34853.0,224,1,1
37,0,1,72164.0,20,1,1
67,0,1,38616.0,91,0,0
43,0,1,30101.0,242,1,1
33,0,0,38618.0,280,1,1
54,0,1,31054.0,280,1,1
20,0,0,2630.0,75,0,0
52,0,1,30730.0,22,1,1
20,0,1,2630.0,17,1,1
57,0,1,54566.0,240,1,1
58,0,1,40862.0,80,0,0
44,0,1,36409.0,273,1,1
71,0,1,55516.0,216,1,1
61,0,1,23493.0,46,1,1
35,0,1,2630.0,12,1,1
43,0,1,30279.0,158,1,1
41,1,0,30397.0,247,0,0
31,1,0,40890.0,155,0,0
38,0,1,56560.0,155,0,0
51,0,1,29721.0,294,1,1
24,0,0,26816.0,111,0,0
35,0,1,23271.0,297,1,1
46,0,1,26085.0,210,0,1
50,0,1,22362.0,230,1,1
46,0,1,24957.0,296,0,1
31,0,1,26247.0,299,1,1
66,0,1,30723.0,242,0,1
27,1,0,32689.0,242,0,0
25,0,1,2630.0,275,1,1
24,0,1,28134.0,164,0,0
53,0,1,2630.0,134,0,0
39,0,1,45387.0,59,1,1
41,0,1,67703.0,88,0,0
57,1,0,46089.0,293,0,0
33,0,1,27805.0,19,1,1
46,0,1,37891.0,242,1,1
47,0,1,37412.0,101,0,0
22,0,1,57979.0,275,1,1
25,1,0,42673.0,94,0,0
48,0,1,24211.0,132,1,1
40,0,1,25660.0,238,1,1
